order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,region,product_id,category,product_name,sales,quantity,discount,profit,month,year,profit_margin,shipping_days,sub_category,postal_code,order_priority
765,12/26/2020,1/10/2020,Standard Shipping,765,Titus Ticehurst,Corporate,Japan,Sabae,,West,765,Technology,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis,413.74,57,0.44,292.11,3,2019,0.48,2,Binders,919-0201,Low
766,9/23/2018,11/30/2020,Same Day Shipping,766,Binky Cosgriff,Corporate,Democratic Republic of the Congo,Bongandanga,,South,766,Technology,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,239.63,21,0.09,230.86,3,2017,0.24,10,Chairs,,High
767,8/2/2018,3/6/2020,Express Shipping,767,Florida Halbert,Home Office,Russia,Gurâyevsk,,South,767,Technology,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,154.66,42,0.42,139.52,2,2017,0.35,4,Phones,636700,Low
768,11/28/2019,8/17/2016,Express Shipping,768,Minnaminnie Garralts,Home Office,Serbia,Gardinovci,,East,768,Technology,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,372.77,91,0.32,466.66,10,2016,0.25,5,Phones,,High
769,5/3/2015,11/18/2020,Express Shipping,769,Mandi Punyer,Corporate,Indonesia,Pasirlimus,,North,769,Office Supplies,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla,590.62,55,0.21,437.54,1,2015,0.4,6,Phones,,Low
770,2/14/2018,8/8/2018,Express Shipping,770,Ilka Estabrook,Home Office,China,Xiangtan,,West,770,Office Supplies,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque,846.95,20,0.28,442.05,3,2020,0.39,1,Phones,,High
771,3/20/2015,8/29/2019,Express Shipping,771,Zebadiah Lorenzini,Consumer,Dominican Republic,Bella Vista,,West,771,Furniture,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec,127.07,88,0.34,83.89,5,2017,0.28,5,Chairs,10112,Low
772,4/30/2015,9/26/2018,Same Day Shipping,772,Ramsey Baldrey,Corporate,China,Damao,,West,772,Office Supplies,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,580.42,10,0.32,469.69,8,2017,0.13,9,Phones,,Medium
773,10/13/2016,11/9/2016,Same Day Shipping,773,Felix Meadmore,Home Office,Indonesia,Sanana,,North,773,Technology,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,443.75,27,0.15,347.43,11,2020,0.42,1,Chairs,,Low
774,5/4/2018,8/27/2016,Same Day Shipping,774,Upton Budgeon,Consumer,France,Tournon-sur-RhÃ´ne,RhÃ´ne-Alpes,South,774,Office Supplies,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis,622.25,56,0.38,249.61,9,2016,0.28,8,Phones,07309 CEDEX,High
775,6/3/2019,2/8/2019,Standard Shipping,775,Neddie Barley,Home Office,Greece,SosÃ¡ndra,,South,775,Office Supplies,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,83.48,96,0.43,1.48,4,2019,0.38,5,Chairs,,Medium
776,10/16/2015,11/24/2019,Express Shipping,776,Laurence Tillot,Home Office,Japan,Åkawa,,North,776,Technology,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,139.65,16,0.18,405.19,9,2018,0.14,8,Binders,840-2105,Medium
777,5/24/2016,5/19/2015,Express Shipping,777,Bartie Pawelek,Home Office,Japan,Iyo,,East,777,Technology,vulputate justo in blandit ultrices enim lorem ipsum dolor sit,824.33,8,0.29,483.72,7,2018,0.26,5,Chairs,799-3115,Medium
778,10/29/2016,12/15/2018,Express Shipping,778,Sheryl Schofield,Consumer,Iran,BÄgh-e Malek,,East,778,Furniture,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,529.34,21,0.18,182.77,2,2016,0.3,9,Binders,,Low
779,8/20/2020,3/1/2018,Express Shipping,779,Tamara Fellows,Consumer,Brazil,Itacorubi,,North,779,Technology,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,848.09,91,0.2,239.04,3,2018,0.31,7,Chairs,88000-000,Low
780,12/8/2020,6/23/2016,Express Shipping,780,Alissa Leeke,Home Office,Peru,Yanas,,West,780,Technology,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,180.41,78,0.33,33.64,12,2018,0.42,4,Phones,,Medium
781,3/12/2015,8/17/2016,Express Shipping,781,Anica Gossington,Consumer,Sweden,PiteÃ¥,Norrbotten,North,781,Furniture,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,38.14,45,0.39,448.74,6,2015,0.1,6,Binders,944 73,High
782,1/18/2019,5/29/2016,Same Day Shipping,782,Gardener Hardware,Consumer,Brazil,TucuruÃ­,,West,782,Technology,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,281.7,54,0.28,341.59,1,2018,0.49,6,Chairs,68455-000,High
783,12/28/2017,2/21/2017,Same Day Shipping,783,De witt McQuilliam,Consumer,China,Yuexi,,East,783,Office Supplies,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut,452.56,27,0.1,44.56,11,2017,0.15,4,Phones,,Medium
784,5/5/2020,10/2/2019,Express Shipping,784,Frazer Ackermann,Home Office,Germany,Dresden,Sachsen,West,784,Office Supplies,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum,556.09,26,0.47,166.42,6,2015,0.3,9,Binders,01462,Medium
785,3/30/2020,12/20/2020,Same Day Shipping,785,Temp Hartnup,Corporate,China,Liji,,South,785,Technology,duis at velit eu est congue elementum in hac habitasse platea dictumst,207.84,94,0.37,1.91,9,2019,0.4,4,Phones,,High
786,7/19/2018,12/9/2019,Express Shipping,786,Sloane Childe,Consumer,Portugal,Banho e Carvalhosa,Porto,South,786,Office Supplies,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,278.09,73,0.23,9.35,1,2015,0.19,5,Phones,4635-005,High
787,1/24/2020,2/25/2015,Standard Shipping,787,Arlena Bradock,Home Office,Russia,Yasenskaya,,North,787,Furniture,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,907.92,75,0.34,204.18,7,2019,0.25,8,Chairs,353673,High
788,4/26/2020,1/24/2016,Standard Shipping,788,Natale Blasik,Consumer,Portugal,Vila Maior,Aveiro,South,788,Technology,aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,172.34,34,0.18,234.13,1,2016,0.25,9,Binders,4525-485,Medium
789,12/15/2015,5/25/2019,Standard Shipping,789,Luther Dehm,Consumer,South Korea,Osan,,South,789,Office Supplies,fusce congue diam id ornare imperdiet sapien urna pretium nisl,403.46,23,0.02,479.7,8,2020,0.39,8,Chairs,,Low
790,4/19/2019,7/18/2015,Standard Shipping,790,Thalia Dunlop,Corporate,China,Wuâan,,North,790,Office Supplies,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,777.82,67,0.26,159.77,9,2017,0.24,2,Chairs,,High
791,5/1/2019,2/22/2020,Standard Shipping,791,Evin Gave,Consumer,Indonesia,Nila Dua,,East,791,Office Supplies,nisl duis bibendum felis sed interdum venenatis turpis enim blandit,668.45,68,0.44,206.72,3,2015,0.05,4,Binders,,Low
792,5/18/2015,5/7/2016,Same Day Shipping,792,Alexandros Olivey,Consumer,Germany,KÃ¶ln,Nordrhein-Westfalen,South,792,Furniture,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi,930.5,1,0.3,196.95,5,2015,0.38,7,Phones,50733,Low
793,6/4/2017,6/3/2015,Same Day Shipping,793,Goran Blakeley,Corporate,Palestinian Territory,Juá¸©r ad DÄ«k,,West,793,Office Supplies,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,820.07,90,0.47,294.9,2,2017,0.48,3,Binders,,High
794,3/17/2016,7/21/2016,Express Shipping,794,Allegra Mengo,Corporate,Macedonia,Poroj,,South,794,Furniture,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,215.77,4,0.08,239.8,8,2018,0.44,9,Chairs,1216,Medium
795,7/4/2015,2/14/2019,Same Day Shipping,795,Stefano Torrie,Consumer,Japan,KÅchi-shi,,East,795,Technology,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,488.51,53,0.3,144.79,6,2016,0.36,6,Phones,781-3223,Medium
796,11/7/2017,11/26/2015,Express Shipping,796,Alis Copcott,Consumer,Serbia,Klenak,,West,796,Technology,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,532.67,59,0.15,493.26,8,2017,0.29,3,Binders,,Low
797,3/27/2017,9/3/2018,Express Shipping,797,Lazar Rambaut,Home Office,Thailand,Ban Lam Luk Ka,,East,797,Technology,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede,127.7,58,0.23,428.19,12,2020,0.26,10,Chairs,31120,Medium
798,1/14/2016,7/30/2020,Standard Shipping,798,Josias Stroyan,Consumer,China,Pianling,,South,798,Office Supplies,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,751.91,20,0.35,484.59,4,2016,0.47,6,Phones,,Medium
799,7/12/2019,2/15/2015,Express Shipping,799,Agnesse Letham,Corporate,Poland,Kup,,West,799,Technology,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi,709.34,67,0.36,195.97,12,2016,0.38,3,Phones,46-082,Low
800,12/13/2016,8/27/2015,Express Shipping,800,Beatriz Southwood,Home Office,United States,Houston,Texas,West,800,Office Supplies,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut,286.41,78,0.15,86.19,7,2020,0.11,3,Chairs,77228,Low
801,2/4/2019,3/13/2015,Standard Shipping,801,Kania Bellwood,Home Office,Colombia,Antioquia,,East,801,Technology,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi,603.0,17,0.37,58.0,4,2020,0.45,2,Phones,051457,Low
802,1/9/2016,12/21/2016,Standard Shipping,802,Tracy Crady,Corporate,China,Yuanping,,South,802,Technology,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit,758.97,91,0.04,419.27,6,2020,0.15,3,Chairs,,Medium
803,3/6/2018,8/20/2016,Standard Shipping,803,Aldrich Baskwell,Home Office,Indonesia,Oemofa,,North,803,Office Supplies,ut nulla sed accumsan felis ut at dolor quis odio consequat,208.21,82,0.02,51.83,2,2015,0.35,9,Phones,,Medium
804,8/6/2019,1/26/2019,Same Day Shipping,804,Suzi Astman,Consumer,Ukraine,Tayirove,,South,804,Technology,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna,893.0,92,0.2,231.65,10,2015,0.32,2,Chairs,,Low
805,1/1/2015,10/20/2016,Same Day Shipping,805,Goraud Daout,Home Office,Sri Lanka,Kolonnawa,,West,805,Office Supplies,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,693.86,28,0.32,265.22,4,2020,0.46,8,Chairs,10600,Low
806,4/2/2019,3/20/2015,Same Day Shipping,806,Farand Silver,Corporate,Botswana,Letsheng,,South,806,Furniture,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,911.96,74,0.35,199.8,3,2019,0.27,6,Chairs,,Low
807,4/10/2017,10/1/2017,Express Shipping,807,Marje Mose,Home Office,China,Kedian,,West,807,Technology,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,916.35,4,0.46,135.79,3,2019,0.32,7,Phones,,Medium
808,1/15/2015,8/15/2015,Express Shipping,808,Lissa Seefus,Consumer,France,Paris 13,Ãle-de-France,North,808,Furniture,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit,194.42,62,0.18,342.91,10,2019,0.14,2,Binders,75643 CEDEX 13,High
809,9/6/2019,1/13/2019,Express Shipping,809,Abey McEwen,Consumer,Czech Republic,OstroÅ¾skÃ¡ NovÃ¡ Ves,,South,809,Technology,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,898.38,19,0.31,209.66,11,2019,0.13,5,Chairs,687 22,Medium
810,3/29/2017,7/7/2015,Standard Shipping,810,Jojo Nunson,Consumer,Colombia,Canalete,,North,810,Technology,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,290.72,17,0.27,334.95,10,2018,0.38,9,Phones,235048,Low
811,1/19/2015,12/20/2020,Express Shipping,811,Danila Clarke,Home Office,China,Pingwang,,North,811,Furniture,sapien placerat ante nulla justo aliquam quis turpis eget elit,193.62,83,0.11,105.07,2,2019,0.16,5,Phones,,Medium
812,5/24/2017,9/26/2015,Standard Shipping,812,Cory Bealing,Home Office,Egypt,Ash Shaykh Zuwayd,,South,812,Office Supplies,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum,751.37,96,0.48,2.53,6,2016,0.23,4,Chairs,,High
813,3/25/2018,3/19/2015,Same Day Shipping,813,Thaddus Nicely,Corporate,United States,Silver Spring,Maryland,North,813,Office Supplies,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien,904.08,11,0.31,430.08,7,2017,0.43,8,Chairs,20910,High
814,7/1/2018,12/21/2019,Standard Shipping,814,Maxy Puttrell,Home Office,Russia,Khvalynsk,,West,814,Furniture,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,604.52,4,0.21,35.68,2,2016,0.09,1,Phones,412787,Low
815,10/23/2019,12/29/2019,Same Day Shipping,815,Sergent Farfalameev,Consumer,Brazil,Itu,,West,815,Furniture,phasellus in felis donec semper sapien a libero nam dui,61.04,43,0.14,421.92,4,2017,0.06,6,Binders,13300-000,Medium
816,1/1/2019,7/24/2017,Express Shipping,816,Barbabas Boulter,Home Office,Cuba,Sancti SpÃ­ritus,,West,816,Office Supplies,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,204.96,45,0.13,28.54,2,2016,0.18,6,Binders,,Medium
817,11/30/2019,6/2/2018,Express Shipping,817,Pippy Dearlove,Home Office,Japan,MiyakonojÅ,,South,817,Office Supplies,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,743.26,56,0.41,245.53,11,2019,0.37,7,Binders,889-1912,Low
818,4/14/2018,9/26/2018,Express Shipping,818,Selena Yes,Consumer,Yemen,Ash Shaykh âUthmÄn,,East,818,Technology,praesent id massa id nisl venenatis lacinia aenean sit amet,459.99,2,0.38,181.58,8,2019,0.21,7,Phones,,High
819,4/18/2019,12/24/2016,Express Shipping,819,Marylee Ellwood,Corporate,Suriname,Albina,,South,819,Technology,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,950.89,31,0.39,172.17,11,2017,0.4,5,Phones,,Low
820,12/23/2017,1/5/2019,Express Shipping,820,Diahann Stubbings,Corporate,Indonesia,Pedaringan,,East,820,Technology,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,102.2,63,0.37,172.04,5,2016,0.18,10,Phones,,Medium
821,9/2/2016,2/25/2019,Same Day Shipping,821,Candace Harrild,Home Office,Peru,Carumas,,East,821,Office Supplies,phasellus sit amet erat nulla tempus vivamus in felis eu sapien,28.15,90,0.09,368.91,6,2017,0.45,7,Chairs,,Medium
822,12/27/2018,4/7/2016,Standard Shipping,822,Nathanael Knapton,Home Office,Mongolia,Rashaant,,South,822,Furniture,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus,606.85,96,0.34,495.93,2,2019,0.5,8,Binders,,High
823,12/24/2018,2/26/2017,Same Day Shipping,823,Halsey Montier,Corporate,Peru,Yungay,,East,823,Office Supplies,sem duis aliquam convallis nunc proin at turpis a pede,873.39,38,0.22,75.55,5,2016,0.2,3,Chairs,,High
824,10/30/2018,8/18/2016,Standard Shipping,824,Nerissa Whorf,Home Office,Philippines,Mianay,,North,824,Furniture,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,526.31,57,0.06,193.83,3,2015,0.37,7,Binders,5805,Medium
825,6/1/2020,11/30/2015,Same Day Shipping,825,Isidora Wrigglesworth,Consumer,Croatia,Petrijevci,,North,825,Furniture,in porttitor pede justo eu massa donec dapibus duis at,592.61,5,0.09,267.25,12,2018,0.26,1,Phones,31208,Medium
826,4/24/2019,5/4/2017,Same Day Shipping,826,Kellen Bourdas,Home Office,Portugal,CalvÃ¡rio,Aveiro,North,826,Technology,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,820.41,97,0.01,368.29,3,2015,0.41,1,Binders,3740-228,Low
827,7/26/2017,1/29/2015,Same Day Shipping,827,Shannon Kenderdine,Corporate,Ukraine,Obodivka,,East,827,Furniture,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,472.11,44,0.34,30.96,2,2020,0.22,9,Phones,,Low
828,2/24/2018,8/31/2019,Standard Shipping,828,Gratia Petrazzi,Corporate,France,Saintes,Poitou-Charentes,West,828,Furniture,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,455.6,12,0.4,12.76,9,2019,0.2,1,Chairs,17104 CEDEX,Medium
829,4/11/2018,12/2/2016,Same Day Shipping,829,Desi Argontt,Corporate,Indonesia,Lobuk,,South,829,Office Supplies,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea,361.81,4,0.45,391.1,11,2015,0.19,3,Chairs,,High
830,9/7/2015,11/12/2019,Express Shipping,830,Ilysa Boord,Corporate,Argentina,El BolsÃ³n,,East,830,Furniture,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit,617.5,17,0.33,71.03,9,2020,0.09,6,Phones,8430,Medium
831,3/31/2017,2/14/2015,Express Shipping,831,Jeniffer Nicklin,Home Office,Mexico,Las Flores,Oaxaca,North,831,Office Supplies,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim,413.65,87,0.22,450.58,4,2016,0.41,9,Phones,70317,Medium
832,3/31/2018,5/21/2015,Express Shipping,832,Ruthe Sambath,Corporate,China,Jiulong,,East,832,Furniture,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,437.25,10,0.37,47.78,6,2015,0.37,9,Phones,,High
833,12/17/2016,3/11/2020,Express Shipping,833,Tessie Kelwick,Corporate,Russia,Admiralteisky,,South,833,Technology,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit,245.75,96,0.47,186.64,4,2016,0.17,2,Chairs,190990,Low
834,3/23/2019,6/22/2019,Same Day Shipping,834,Julio Oganian,Consumer,Poland,Gostynin,,South,834,Office Supplies,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,802.61,2,0.06,240.0,1,2019,0.26,3,Chairs,09-500,Low
835,10/28/2019,11/29/2018,Standard Shipping,835,Artemis Adshede,Consumer,Vietnam,NhÆ¡n Tráº¡ch,,North,835,Furniture,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,383.83,41,0.41,418.6,10,2015,0.26,2,Chairs,,Medium
836,3/19/2016,1/16/2018,Standard Shipping,836,Sigfried Stallebrass,Corporate,China,NanlÃ¼,,South,836,Furniture,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie,353.62,36,0.41,428.53,5,2019,0.2,7,Binders,,High
837,2/6/2016,5/14/2015,Same Day Shipping,837,Camey Heber,Consumer,Indonesia,Mengenkrajan,,West,837,Furniture,quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique,574.47,10,0.46,153.57,1,2016,0.3,9,Chairs,,Low
838,12/7/2016,7/1/2020,Standard Shipping,838,Xavier Causley,Corporate,Philippines,Balatero,,North,838,Furniture,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,217.38,18,0.21,302.43,8,2017,0.17,6,Phones,1489,Medium
839,4/14/2015,5/5/2018,Standard Shipping,839,Kass Canero,Home Office,China,Dongzhang,,East,839,Office Supplies,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,866.4,67,0.33,396.07,11,2016,0.08,2,Phones,,High
840,4/19/2017,11/11/2019,Same Day Shipping,840,Paulie Dyett,Corporate,Philippines,Naguilian,,North,840,Technology,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,584.3,17,0.06,334.49,6,2020,0.33,2,Binders,1116,Medium
841,10/22/2020,3/17/2015,Standard Shipping,841,Gwendolin Saxon,Corporate,Poland,Miasteczko ÅlÄskie,,South,841,Technology,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,693.21,50,0.19,324.2,8,2015,0.06,7,Chairs,42-610,High
842,1/26/2015,1/29/2016,Express Shipping,842,Calley Suthren,Corporate,North Korea,Chongjin,,East,842,Furniture,libero quis orci nullam molestie nibh in lectus pellentesque at nulla,380.67,44,0.31,372.53,1,2015,0.39,6,Binders,,High
843,1/28/2019,2/15/2016,Standard Shipping,843,Cullan Pickover,Consumer,Switzerland,Basel,Kanton Basel-Stadt,East,843,Technology,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit,57.28,48,0.06,406.58,12,2017,0.45,4,Phones,4085,High
844,10/17/2016,2/2/2017,Standard Shipping,844,Sylvan Steer,Home Office,Canada,Richibucto,New Brunswick,South,844,Technology,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,525.97,14,0.19,422.44,12,2016,0.33,7,Phones,E4W,Medium
845,10/19/2015,2/19/2020,Standard Shipping,845,Erich Beamont,Corporate,Indonesia,Kemendung,,East,845,Technology,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam,171.49,62,0.01,141.79,4,2017,0.06,9,Binders,,Low
846,4/8/2019,9/21/2020,Express Shipping,846,Hamlen Quinnelly,Consumer,Germany,Leipzig,Sachsen,West,846,Office Supplies,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,149.32,22,0.28,302.51,6,2016,0.27,10,Binders,04109,Medium
847,5/14/2015,12/31/2016,Same Day Shipping,847,Yanaton O'Hoey,Home Office,China,Songgai,,South,847,Furniture,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,616.34,4,0.27,401.36,1,2020,0.22,5,Chairs,,Medium
848,10/16/2018,3/4/2015,Same Day Shipping,848,Rudolfo McCrae,Corporate,Russia,Yaroslavl,,East,848,Office Supplies,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,346.42,77,0.46,54.54,11,2015,0.32,6,Chairs,353827,Low
849,8/1/2018,1/18/2018,Standard Shipping,849,Pierre Rangeley,Consumer,China,Tanshan,,East,849,Furniture,primis in faucibus orci luctus et ultrices posuere cubilia curae,960.27,98,0.34,171.96,12,2018,0.45,5,Chairs,,High
850,10/1/2016,4/11/2015,Express Shipping,850,Kalina Caistor,Home Office,China,Siyang,,East,850,Office Supplies,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,668.45,94,0.48,321.77,2,2018,0.4,3,Binders,,Low
851,3/15/2019,10/7/2017,Same Day Shipping,851,Lowell Chapelhow,Consumer,Russia,Kiyevskoye,,South,851,Technology,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,714.28,3,0.49,204.41,9,2020,0.16,5,Phones,363710,Medium
852,6/17/2017,2/15/2020,Standard Shipping,852,Jenilee Chittock,Home Office,Malaysia,Melaka,Melaka,East,852,Office Supplies,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,750.52,78,0.43,1.39,1,2019,0.46,1,Binders,75586,Low
853,2/27/2017,5/11/2019,Same Day Shipping,853,Gennifer Laroux,Home Office,Indonesia,Heret,,East,853,Office Supplies,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst,609.93,57,0.46,139.7,12,2016,0.14,9,Binders,,Medium
854,9/28/2020,8/3/2016,Standard Shipping,854,Shandeigh Balnave,Corporate,Croatia,BeliÅ¡Äe,,East,854,Office Supplies,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,266.32,39,0.1,247.44,1,2016,0.07,6,Phones,31551,Medium
855,11/30/2018,12/1/2015,Express Shipping,855,Wilden Beaument,Consumer,Portugal,Cimo de Vila,Aveiro,East,855,Technology,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus,153.01,18,0.26,54.57,11,2018,0.3,6,Phones,3700-755,Low
856,6/30/2020,12/29/2015,Same Day Shipping,856,Haskell Bampfield,Consumer,Morocco,Kerrouchen,,North,856,Technology,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis,956.22,21,0.17,226.66,8,2018,0.27,1,Binders,,Low
857,9/11/2018,9/3/2015,Standard Shipping,857,Helenka Le Guin,Home Office,Brazil,Silva Jardim,,South,857,Office Supplies,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,268.02,28,0.11,319.65,5,2015,0.27,6,Phones,28820-000,Medium
858,1/31/2015,7/18/2018,Express Shipping,858,Wallas Ateridge,Home Office,Poland,MazaÅcowice,,North,858,Technology,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin,467.19,26,0.37,132.04,4,2015,0.27,7,Binders,43-391,Low
859,6/10/2017,2/19/2018,Express Shipping,859,Starlin Witz,Corporate,Poland,WasilkÃ³w,,West,859,Furniture,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam,553.58,40,0.2,142.63,10,2020,0.05,5,Chairs,16-010,Medium
860,8/17/2020,11/24/2015,Standard Shipping,860,Brendon Fairtlough,Consumer,Honduras,Mangulile,,South,860,Office Supplies,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,275.28,92,0.32,105.36,11,2016,0.24,3,Phones,,Low
861,8/15/2018,9/6/2017,Same Day Shipping,861,Morgen Nijs,Corporate,China,Raoyang,,East,861,Technology,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,240.51,21,0.07,468.75,12,2018,0.3,8,Binders,,Low
862,4/15/2017,3/1/2017,Express Shipping,862,Krispin Matthew,Corporate,Greece,AgiÃ¡sos,,East,862,Technology,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,308.59,7,0.33,88.49,1,2018,0.22,3,Chairs,,Low
863,1/31/2019,5/8/2015,Standard Shipping,863,Lise Letherbury,Home Office,Russia,Chiri-Yurt,,North,863,Technology,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices,27.28,60,0.06,104.71,8,2017,0.32,3,Phones,366303,Medium
